"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
4.268655340E-1,-8.972572088E-1,2.278344184E-1,8.446269035E-1,1.253145493E0
4.288662670E-1,-9.027550220E-1,2.339430749E-1,8.489029408E-1,1.261083738E0
4.308676330E-1,-9.082527757E-1,2.382191122E-1,8.519572616E-1,1.267873269E0
4.328689660E-1,-9.088636637E-1,2.406625897E-1,8.476812243E-1,1.265904854E0
4.348702990E-1,-9.082527757E-1,2.431060523E-1,8.464594483E-1,1.265115510E0
4.368716650E-1,-9.100853801E-1,2.486038357E-1,8.580659032E-1,1.275278934E0
4.388729980E-1,-9.155831337E-1,2.583776712E-1,8.556224108E-1,1.279508189E0
4.408743310E-1,-9.113071561E-1,2.632645965E-1,8.574550748E-1,1.278678296E0
4.428756970E-1,-9.143614769E-1,2.705949843E-1,8.629528284E-1,1.286066149E0
4.448770300E-1,-9.125288129E-1,2.809796631E-1,8.672288656E-1,1.289862129E0
4.468783630E-1,-9.113071561E-1,2.797579765E-1,8.660071492E-1,1.287910572E0
4.488796960E-1,-9.149723053E-1,2.822014093E-1,8.806679249E-1,1.300918118E0
4.508810290E-1,-9.174157977E-1,2.883100510E-1,8.904417753E-1,1.310595661E0
4.528830950E-1,-9.198591709E-1,2.925861180E-1,8.934960961E-1,1.315326121E0
4.548844950E-1,-9.253569841E-1,2.974730432E-1,9.014374018E-1,1.325656497E0
4.568823610E-1,-9.265787601E-1,3.017491102E-1,9.044917226E-1,1.329551052E0
4.588837940E-1,-9.296330810E-1,3.096903265E-1,9.087677598E-1,1.336407350E0
4.608851940E-1,-9.290221930E-1,3.115229607E-1,9.240393639E-1,1.346839833E0
4.628865940E-1,-9.363526106E-1,3.164098859E-1,9.179307222E-1,1.348876658E0
4.648880270E-1,-9.406285882E-1,3.219076395E-1,9.368675351E-1,1.366062754E0
4.668894270E-1,-9.491807222E-1,3.249619603E-1,9.374784231E-1,1.373102368E0
4.688908270E-1,-9.534567595E-1,3.298489153E-1,9.399218559E-1,1.378888391E0
4.708922600E-1,-9.589545727E-1,3.292380273E-1,9.429761767E-1,1.384628333E0
4.728936600E-1,-9.748371243E-1,3.310706615E-1,9.509174228E-1,1.401484622E0
4.748950600E-1,-9.723936319E-1,3.280163109E-1,9.490848184E-1,1.397821901E0
4.768964930E-1,-9.827783108E-1,3.280163109E-1,9.570260644E-1,1.410442057E0
4.788978930E-1,-9.882761240E-1,3.274054527E-1,9.588587284E-1,1.415377719E0
4.808992930E-1,-9.931630492E-1,3.231293857E-1,9.643564224E-1,1.421537461E0
4.829003590E-1,-9.992716908E-1,3.231293857E-1,9.649673700E-1,1.426225276E0
4.849017590E-1,-1.005991220E0,3.188533187E-1,9.606912732E-1,1.427099680E0
4.869031590E-1,-1.010267258E0,3.231293857E-1,9.637455940E-1,1.433128781E0
4.889045590E-1,-1.023095489E0,3.212967813E-1,9.558044076E-1,1.436495063E0
4.909058920E-1,-1.023095489E0,3.145772815E-1,9.551934600E-1,1.434600220E0
4.929072250E-1,-1.032869220E0,3.139663935E-1,9.484739900E-1,1.437009614E0
4.949083250E-1,-1.039588690E0,3.127446771E-1,9.490848184E-1,1.441983311E0
4.969100910E-1,-1.038977861E0,3.133555353E-1,9.368675351E-1,1.433662257E0
4.989114240E-1,-1.043254018E0,3.109120727E-1,9.387001395E-1,1.437429377E0
5.009127900E-1,-1.049362659E0,3.103012145E-1,9.350349307E-1,1.439353729E0
5.029141230E-1,-1.051806211E0,3.078577518E-1,9.264828563E-1,1.435076021E0
5.049154560E-1,-1.057303786E0,3.041925728E-1,9.136546850E-1,1.430101151E0
5.069170890E-1,-1.058525681E0,3.035816848E-1,9.179307222E-1,1.433609176E0
5.089184220E-1,-1.051806211E0,3.060251772E-1,9.112111926E-1,1.424869662E0
5.109197550E-1,-1.061579943E0,3.078577518E-1,8.965504169E-1,1.423211516E0
5.129203880E-1,-1.054860473E0,3.096903265E-1,8.965504169E-1,1.418605430E0
5.149217210E-1,-1.049973488E0,3.121338189E-1,8.904417753E-1,1.411650949E0
5.169230540E-1,-1.052417040E0,3.151881397E-1,8.892200589E-1,1.413378047E0
5.189243870E-1,-1.049973488E0,3.127446771E-1,8.776136041E-1,1.403730457E0
5.209257200E-1,-1.049362659E0,3.121338189E-1,8.757809997E-1,1.401992108E0
5.229270530E-1,-1.048751831E0,3.096903265E-1,8.684506416E-1,1.396422221E0
5.249283860E-1,-1.045697451E0,3.084686399E-1,8.623420000E-1,1.390061072E0
5.269293860E-1,-1.044475675E0,3.139663935E-1,8.580659032E-1,1.387725270E0
5.289307520E-1,-1.046308398E0,3.103012145E-1,8.421834111E-1,1.378521311E0
5.309320850E-1,-1.048140883E0,3.139663935E-1,8.409616947E-1,1.379996659E0
5.329334180E-1,-1.050584316E0,3.157989979E-1,8.293552399E-1,1.375240534E0
5.349347840E-1,-1.050584316E0,3.176316023E-1,8.214139938E-1,1.370889561E0
5.369361170E-1,-1.051806211E0,3.170207143E-1,8.208031654E-1,1.371319174E0
5.389374500E-1,-1.051806211E0,3.170207143E-1,8.159161806E-1,1.368399669E0
5.409388160E-1,-1.062190771E0,3.115229607E-1,8.073640466E-1,1.370084849E0
5.429404820E-1,-1.064634323E0,3.121338189E-1,8.036988974E-1,1.369965576E0
5.449424480E-1,-1.071353793E0,3.127446771E-1,7.988120317E-1,1.372482730E0
5.469438140E-1,-1.071964622E0,3.048034310E-1,7.853729129E-1,1.363386920E0
5.489451470E-1,-1.076240778E0,3.041925728E-1,7.853729129E-1,1.366615508E0
5.509464800E-1,-1.081738472E0,3.072468936E-1,7.890381217E-1,1.373732118E0
5.529478460E-1,-1.091512322E0,3.023599982E-1,7.731556296E-1,1.371346180E0
5.549494460E-1,-1.094566703E0,3.048034310E-1,7.762099504E-1,1.376038984E0
5.569503460E-1,-1.097620964E0,3.041925728E-1,7.817077637E-1,1.381438355E0
