"t (s)","Tilt up/down (deg)","Tilt left/right (deg)"
2.099041472E1,5.582872418E1,-3.486560497E-1
2.099041472E1,5.582872418E1,-3.486560497E-1
2.194905184E1,5.583321941E1,-6.343769148E-1
2.244938111E1,5.585709728E1,-4.021351583E-1
2.294972755E1,5.584461455E1,-3.784720492E-1
2.345005563E1,5.583259578E1,-3.766079239E-1
2.395040021E1,5.582080909E1,-3.660649232E-1
2.445105590E1,5.584130545E1,-3.618907316E-1
2.495138550E1,5.584277790E1,-3.966266070E-1
2.545172524E1,5.591198455E1,-2.521884921E-1
2.595206575E1,5.587528426E1,-2.018670038E-1
2.645239369E1,5.589702480E1,-1.874187804E-1
2.695272566E1,5.590037639E1,-2.149529837E-1
2.745306337E1,5.591887817E1,-2.312152770E-1
2.795339725E1,5.589408995E1,-2.039399678E-1
2.845373752E1,5.590899981E1,-2.072258641E-1
2.895407179E1,5.594011890E1,-2.200295701E-1
2.945440410E1,5.593221675E1,-2.464844700E-1
2.995474201E1,5.591539194E1,-1.428283696E-1
3.045507752E1,5.590606301E1,-4.448061154E-2
3.095541162E1,5.591667502E1,-5.226610962E-2
3.145592541E1,5.591097938E1,-2.342833863E-1
3.195625569E1,5.591352011E1,4.279185392E-2
3.245659237E1,5.588514945E1,1.566634228E-1
3.295692614E1,5.587588652E1,1.692894870E-1
3.295692614E1,5.587588652E1,1.692894870E-1
3.394090082E1,5.599231125E1,-1.027543386E-1
3.444123874E1,5.597352719E1,-2.136005437E-1
3.494157535E1,5.592509686E1,-2.387588208E-1
3.544192369E1,5.598249116E1,-2.260809282E-1
3.594225094E1,5.593491699E1,-3.931693426E-1
3.644295488E1,5.592591280E1,-4.090384222E-1
3.694329719E1,5.593506967E1,-3.907333543E-1
3.744362634E1,5.597203946E1,-2.521091085E-1
3.794396258E1,5.591800001E1,-3.676311303E-1
3.844429970E1,5.591396881E1,-5.686195007E-1
3.894463371E1,5.595329837E1,-4.090651848E-1
3.944497228E1,5.597991602E1,-3.019122036E-1
3.994530957E1,5.595870184E1,-3.377126915E-1
4.044563961E1,5.597234930E1,-3.160687645E-1
4.094597620E1,5.600919532E1,-2.409357085E-1
4.144631488E1,5.600952425E1,-2.275215846E-1
4.194664792E1,5.598713971E1,-2.289287040E-1
4.244698266E1,5.600352572E1,-2.394391263E-1
4.294732461E1,5.600221812E1,-2.478311359E-1
4.344765375E1,5.601790505E1,-2.244068774E-1
4.394807926E1,5.600166948E1,-2.267874028E-1
4.394807926E1,5.600166948E1,-2.267874028E-1
4.508290088E1,5.591598314E1,-7.857582001E-1
4.558323479E1,5.598392186E1,-8.771918653E-1
4.608357130E1,5.600974805E1,-9.068314777E-1
4.658391515E1,5.598749334E1,-8.906855058E-1
4.708424272E1,5.599574163E1,-8.983949639E-1
4.758458379E1,5.599491248E1,-9.203548634E-1
4.808534914E1,5.602002801E1,-9.262322809E-1
4.858568658E1,5.599428636E1,-9.317784933E-1
4.908602255E1,5.601285769E1,-9.603384294E-1
4.958636329E1,5.599480414E1,-8.957012741E-1
5.008670283E1,5.597716237E1,-8.579180008E-1
5.058702901E1,5.597299900E1,-8.422181223E-1
5.108736825E1,5.598089391E1,-8.417335341E-1
5.158770089E1,5.598809237E1,-8.562909047E-1
5.208804620E1,5.599089732E1,-8.594111634E-1
5.258837227E1,5.599035162E1,-8.594485610E-1
5.308870712E1,5.597913144E1,-8.580202314E-1
5.358904385E1,5.593093320E1,-7.814572709E-1
5.408937630E1,5.591064482E1,-7.562940348E-1
5.458971140E1,5.588934452E1,-7.372567815E-1
5.509004372E1,5.589544553E1,-7.380536263E-1
