"t (s)","Tilt up/down (deg)","Tilt left/right (deg)"
3.394090082E1,3.400768874E1,-6.932878134E-2
3.444123874E1,3.402647280E1,-1.442193866E-1
3.494157535E1,3.407490313E1,-1.614999048E-1
3.544192369E1,3.401750883E1,-1.525944829E-1
3.594225094E1,3.406508300E1,-2.658486284E-1
3.644295488E1,3.407408720E1,-2.766726705E-1
3.694329719E1,3.406493032E1,-2.641999454E-1
3.744362634E1,3.402796054E1,-1.702294017E-1
3.794396258E1,3.408199998E1,-2.487384368E-1
3.844429970E1,3.408603118E1,-3.847890475E-1
3.894463371E1,3.404670163E1,-2.764058951E-1
3.944497228E1,3.402008397E1,-2.037973941E-1
3.994530957E1,3.404129816E1,-2.281458614E-1
4.044563961E1,3.402765069E1,-2.134142540E-1
4.094597620E1,3.399080468E1,-1.624574561E-1
4.144631488E1,3.399047575E1,-1.534106647E-1
4.194664792E1,3.401286029E1,-1.544895815E-1
4.244698266E1,3.399647428E1,-1.614828060E-1
4.294732461E1,3.399778188E1,-1.671508210E-1
4.344765375E1,3.398209495E1,-1.512627606E-1
4.394807926E1,3.399833052E1,-1.529608558E-1
4.394807926E1,3.399833052E1,-1.529608558E-1
4.508290088E1,3.408401685E1,-5.316967561E-1
4.558323479E1,3.401607813E1,-5.920567837E-1
4.608357130E1,3.399025194E1,-6.114689480E-1
4.658391515E1,3.401250666E1,-6.010842454E-1
4.708424272E1,3.400425836E1,-6.060992742E-1
4.758458379E1,3.400508751E1,-6.209352018E-1
4.808534914E1,3.397997198E1,-6.243102801E-1
4.858568658E1,3.400571363E1,-6.286579268E-1
4.908602255E1,3.398714230E1,-6.474760134E-1
4.958636329E1,3.400519585E1,-6.043031487E-1
5.008670283E1,3.402283762E1,-5.791942279E-1
5.058702901E1,3.402700100E1,-5.686832416E-1
5.108736825E1,3.401910608E1,-5.681871720E-1
5.158770089E1,3.401190762E1,-5.778579014E-1
5.208804620E1,3.400910267E1,-5.799025152E-1
5.258837227E1,3.400964838E1,-5.799396640E-1
5.308870712E1,3.402086856E1,-5.792203273E-1
5.358904385E1,3.406906680E1,-5.284890611E-1
5.408937630E1,3.408935517E1,-5.118607748E-1
5.458971140E1,3.411065547E1,-4.993752702E-1
5.509004372E1,3.410455447E1,-4.998004057E-1
