"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
5.427194490E-1,3.753156168E-3,5.081054941E-2,-2.597765625E-2,5.718948099E-2
5.447207490E-1,7.418347523E-3,4.958881810E-2,-2.597765625E-2,5.647053555E-2
5.467220820E-1,1.309695072E-3,4.409103096E-2,-2.658852004E-2,5.150421060E-2
5.487234150E-1,7.418347523E-3,3.920410946E-2,-1.986900344E-2,4.457321366E-2
5.507247480E-1,8.029213175E-3,3.248459101E-2,-2.231246419E-2,4.021893802E-2
5.527261480E-1,-1.133765909E-3,2.820853703E-2,-2.353419550E-2,3.675412010E-2
5.547274810E-1,6.196617149E-3,2.332161367E-2,-2.047986723E-2,3.164997141E-2
5.567290810E-1,4.364021122E-3,1.538036577E-2,-1.986900344E-2,2.550250242E-2
5.587300810E-1,3.142290749E-3,1.415863447E-2,-2.231246419E-2,2.661178272E-2
5.607314140E-1,4.974886309E-3,8.660847321E-3,-2.170159854E-2,2.388972895E-2
5.627327470E-1,3.753156168E-3,-5.999918561E-3,-2.414505929E-2,2.516086429E-2
5.647340800E-1,7.418347523E-3,-1.577376202E-2,-1.620381139E-2,2.379930570E-2
5.667354130E-1,2.531425562E-3,-2.249328047E-2,-2.231246419E-2,3.178367254E-2
5.687366790E-1,8.029213175E-3,-2.921279706E-2,-1.986900344E-2,3.623027842E-2
5.707379450E-1,3.142290749E-3,-4.326269776E-2,-1.498208102E-2,4.589115122E-2
5.727393780E-1,4.974886309E-3,-5.181481317E-2,-1.131688990E-2,5.326909380E-2
5.747411440E-1,-5.229006638E-4,-6.097779050E-2,-1.864727214E-2,6.376742992E-2
5.767424100E-1,2.531425562E-3,-7.563855499E-2,-1.253862027E-2,7.671255513E-2
5.787437760E-1,3.142290749E-3,-7.869288325E-2,-1.681467704E-2,8.053059810E-2
5.807450420E-1,2.531425562E-3,-9.091018885E-2,-1.620381139E-2,9.237767077E-2
5.827463750E-1,6.807482336E-3,-1.012948975E-1,-1.742554270E-2,1.030079978E-1
5.847477410E-1,4.974886309E-3,-1.061818153E-1,-1.864727214E-2,1.079214907E-1
5.867490740E-1,6.807482336E-3,-1.171773896E-1,-2.231246419E-2,1.194768953E-1
5.887504070E-1,7.418347523E-3,-1.183991209E-1,-2.109073289E-2,1.204915047E-1
5.907517730E-1,1.920560375E-3,-1.300055683E-1,-2.414505929E-2,1.322426566E-1
5.927531060E-1,8.796459588E-5,-1.336707622E-1,-2.170159854E-2,1.354209724E-1
5.947545060E-1,4.974886309E-3,-1.367250830E-1,-1.681467704E-2,1.378449534E-1
5.967558060E-1,9.861809202E-3,-1.440554708E-1,-1.253862027E-2,1.449360237E-1
5.987572060E-1,-5.229006638E-4,-1.538293213E-1,-1.253862027E-2,1.543403722E-1
6.007579390E-1,8.796459588E-5,-1.513858438E-1,-1.192775462E-2,1.518550386E-1
6.027596050E-1,6.988298264E-4,-1.538293213E-1,-5.208237097E-3,1.539190507E-1
6.047610050E-1,6.988298264E-4,-1.550510377E-1,-2.764775883E-3,1.550772602E-1
6.067623380E-1,-2.355496399E-3,-1.568836421E-1,-1.543045626E-3,1.569089115E-1
6.087637040E-1,-2.966361586E-3,-1.617705524E-1,9.004153544E-4,1.618002524E-1
6.107657700E-1,-3.577226773E-3,-1.593270898E-1,6.398202386E-3,1.594956272E-1
6.127671030E-1,-2.966361586E-3,-1.611596793E-1,7.619933225E-3,1.613669883E-1
6.147684690E-1,-6.020687986E-3,-1.642140150E-1,1.006339397E-2,1.646322062E-1
6.167698690E-1,-6.631553173E-3,-1.642140150E-1,1.250685472E-2,1.648230616E-1
6.187715350E-1,-7.853283547E-3,-1.660466194E-1,1.495031640E-2,1.669031631E-1
6.207729010E-1,-6.631553173E-3,-1.691009402E-1,1.189598907E-2,1.696485191E-1
6.227741670E-1,-4.798957147E-3,-1.666574776E-1,1.495031640E-2,1.673955101E-1
6.247754670E-1,-3.577226773E-3,-1.733769923E-1,7.009068038E-3,1.735554812E-1
6.267768330E-1,-5.229006638E-4,-1.788747907E-1,1.311772037E-2,1.793558997E-1
6.287782330E-1,-3.577226773E-3,-1.758204550E-1,8.841663599E-3,1.760789708E-1
6.307796330E-1,6.988298264E-4,-1.837617010E-1,7.009068038E-3,1.838966507E-1
6.327809660E-1,-5.409822334E-3,-1.819291115E-1,-3.213151067E-4,1.820098102E-1
6.347818660E-1,6.988298264E-4,-1.800965071E-1,5.787337199E-3,1.801908252E-1
6.367832660E-1,1.309695072E-3,-1.892594844E-1,3.343876451E-3,1.892935531E-1
6.387845990E-1,-1.744631212E-3,-1.990333349E-1,2.733011032E-3,1.990597435E-1
6.407859990E-1,-5.229006638E-4,-1.984224766E-1,5.176472012E-3,1.984906762E-1
6.427873650E-1,8.796459588E-5,-2.014767975E-1,4.565607291E-3,2.015285400E-1
6.447886980E-1,-1.744631212E-3,-2.124723643E-1,-2.764775883E-3,2.124975137E-1
6.467899640E-1,-6.631553173E-3,-2.161375582E-1,1.511280658E-3,2.162445503E-1
6.487913300E-1,-6.020687986E-3,-2.179701477E-1,-9.321803227E-4,2.180552750E-1
6.507926630E-1,8.796459588E-5,-2.228570879E-1,-2.153910929E-3,2.228675137E-1
6.527932960E-1,-1.744631212E-3,-2.228570879E-1,3.954741638E-3,2.228990025E-1
6.547953620E-1,1.309695072E-3,-2.307983190E-1,3.343876451E-3,2.308262569E-1
6.567967620E-1,-5.229006638E-4,-2.301874757E-1,2.895501384E-4,2.301882517E-1
6.587980950E-1,-5.229006638E-4,-2.332417965E-1,5.176472012E-3,2.332998177E-1
6.607994610E-1,-1.133765909E-3,-2.417939007E-1,-2.153910929E-3,2.418061521E-1
6.628004940E-1,-2.355496399E-3,-2.411830425E-1,-9.321803227E-4,2.411963460E-1
6.648018270E-1,-2.355496399E-3,-2.393504530E-1,-2.153910929E-3,2.393717340E-1
6.668031930E-1,-5.229006638E-4,-2.411830425E-1,1.511280658E-3,2.411883442E-1
6.688045260E-1,4.974886309E-3,-2.430156469E-1,-3.986506723E-3,2.430992521E-1
6.708051920E-1,-5.409822334E-3,-2.405721694E-1,1.511280658E-3,2.406377336E-1
6.728065580E-1,3.753156168E-3,-2.405721694E-1,5.787337199E-3,2.406710372E-1
6.748078910E-1,-2.966361586E-3,-2.497351468E-1,-3.213151067E-4,2.497529701E-1
6.768091910E-1,8.796459588E-5,-2.430156469E-1,-3.375641303E-3,2.430391066E-1
6.788104240E-1,-5.409822334E-3,-2.466808259E-1,-3.213151067E-4,2.467403480E-1
6.808117570E-1,-2.355496399E-3,-2.454590946E-1,-1.543045626E-3,2.454752462E-1
6.828131230E-1,-1.133765909E-3,-2.417939007E-1,2.122145845E-3,2.418058712E-1
6.848152230E-1,1.920560375E-3,-2.301874757E-1,2.895501384E-4,2.301956697E-1
6.868165560E-1,1.920560375E-3,-2.332417965E-1,9.004153544E-4,2.332514414E-1
6.888178890E-1,-5.229006638E-4,-2.295766026E-1,-2.764775883E-3,2.295938454E-1
6.908192550E-1,-5.229006638E-4,-2.307983190E-1,-2.764775883E-3,2.308154706E-1
6.928212550E-1,4.974886309E-3,-2.240788043E-1,-5.208237097E-3,2.241945266E-1
6.948222880E-1,5.585751962E-3,-2.161375582E-1,-9.484293871E-3,2.164176438E-1
6.968236540E-1,-1.744631212E-3,-2.130832374E-1,-9.484293871E-3,2.133013400E-1
6.988249870E-1,8.796459588E-5,-2.014767975E-1,-1.009515859E-2,2.017295712E-1
7.008263200E-1,-2.966361586E-3,-1.941464096E-1,-9.484293871E-3,1.944005646E-1
7.028276530E-1,8.796459588E-5,-1.935355514E-1,-9.484293871E-3,1.937678230E-1
7.048289860E-1,1.920560375E-3,-1.770421863E-1,-1.070602424E-2,1.773759939E-1
7.068303860E-1,3.753156168E-3,-1.703226566E-1,-1.498208102E-2,1.710215083E-1
7.088316520E-1,5.585751962E-3,-1.660466194E-1,-1.131688990E-2,1.665255309E-1
7.108329850E-1,6.196617149E-3,-1.538293213E-1,-1.131688990E-2,1.543694599E-1
7.128352510E-1,2.531425562E-3,-1.428337395E-1,-1.437121537E-2,1.435772165E-1
7.148358840E-1,2.531425562E-3,-1.336707622E-1,-6.429967470E-3,1.338492632E-1
7.168372170E-1,6.988298264E-4,-1.214534566E-1,-3.986506723E-3,1.215208736E-1
7.188385830E-1,-4.188092425E-3,-1.098470092E-1,-5.208237097E-3,1.100501307E-1
7.208399160E-1,-1.029674429E-2,-1.055709571E-1,-2.764775883E-3,1.061079352E-1
7.228411820E-1,-4.798957147E-3,-9.579711407E-2,-1.543045626E-3,9.592965154E-2
7.248422480E-1,-4.798957147E-3,-8.357980102E-2,1.511280658E-3,8.373109994E-2
7.268435810E-1,-5.409822334E-3,-7.197336853E-2,6.398202386E-3,7.245942967E-2
7.288448470E-1,-7.242418360E-3,-5.914519355E-2,1.250685472E-2,6.088536736E-2
7.308462130E-1,-2.966361586E-3,-5.181481317E-2,9.452529252E-3,5.275343092E-2
7.328475460E-1,-6.020687986E-3,-4.204096645E-2,1.006339397E-2,4.364588689E-2
7.348488120E-1,-1.090760995E-2,-3.165625781E-2,1.922637410E-2,3.861020687E-2
7.368501450E-1,-6.020687986E-3,-2.921279706E-2,1.067425963E-2,3.167926790E-2
7.388515450E-1,-9.685879573E-3,-1.333030127E-2,1.800464280E-2,2.440656382E-2
7.408528780E-1,-8.464148268E-3,-6.610783748E-3,1.067425963E-2,1.514212951E-2
