"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
4.158228890E-1,-4.831064343E-1,6.424959004E-2,-1.041684002E-1,4.983682296E-1
4.178242220E-1,-4.769977927E-1,7.402343303E-2,-1.011140794E-1,4.931839616E-1
4.198255880E-1,-4.653913677E-1,8.929505944E-2,-9.622715414E-2,4.835518565E-1
4.218295880E-1,-4.476762712E-1,1.070101559E-1,-8.767504990E-2,4.685639035E-1
4.238309210E-1,-4.366807044E-1,1.180057302E-1,-8.034466207E-2,4.594242643E-1
4.258322870E-1,-4.195764363E-1,1.296121627E-1,-7.790119946E-2,4.459958469E-1
4.278336200E-1,-3.963635862E-1,1.516033113E-1,-6.507302821E-2,4.293275620E-1
4.298349530E-1,-3.878114522E-1,1.583228260E-1,-6.629475951E-2,4.240976713E-1
4.318363190E-1,-3.584899306E-1,1.729836017E-1,-6.324043870E-2,4.030356187E-1
4.338376520E-1,-3.401639760E-1,1.906986833E-1,-5.591005459E-2,3.939586940E-1
4.358403520E-1,-3.291684091E-1,1.992508024E-1,-5.346659198E-2,3.884731654E-1
4.378417180E-1,-3.077881038E-1,2.145224363E-1,-4.919053614E-2,3.783822160E-1
4.398433180E-1,-2.967925370E-1,2.236854136E-1,-5.224486068E-2,3.753005459E-1
4.418446510E-1,-2.717470825E-1,2.462874353E-1,-5.224486068E-2,3.704504057E-1
4.438435510E-1,-2.473124564E-1,2.591156065E-1,-4.980139807E-2,3.616414355E-1
4.458448840E-1,-2.375386208E-1,2.646133602E-1,-4.308188334E-2,3.581911158E-1
4.478462170E-1,-2.137148678E-1,2.835502028E-1,-3.697322682E-2,3.569898903E-1
4.498476170E-1,-1.905020028E-1,3.024870157E-1,-3.452977166E-2,3.591402413E-1
4.518489500E-1,-1.770629585E-1,3.079848289E-1,-3.391890228E-2,3.568703379E-1
4.538502830E-1,-1.489631534E-1,3.275325000E-1,-2.353419550E-2,3.605848277E-1
4.558516490E-1,-1.226959527E-1,3.501345217E-1,-2.292332798E-2,3.717175797E-1
4.578530150E-1,-1.043699980E-1,3.617409766E-1,-1.253862027E-2,3.767052530E-1
4.598543480E-1,-7.260500640E-2,3.837321103E-1,-6.429967470E-3,3.905933485E-1
4.618557140E-1,-3.839654475E-2,4.032797813E-1,-3.375641303E-3,4.051176022E-1
4.638570800E-1,-3.167703003E-2,4.038906693E-1,-3.375641303E-3,4.051450382E-1
4.658584460E-1,-3.577226773E-3,4.167188406E-1,8.230798878E-3,4.168154684E-1
4.678597790E-1,4.364021122E-3,4.258818030E-1,1.800464280E-2,4.262845552E-1
4.698611120E-1,9.861809202E-3,4.295470119E-1,2.533502504E-2,4.304064987E-1
4.718624780E-1,1.309695072E-3,4.380991161E-1,3.816319630E-2,4.397601396E-1
4.738638110E-1,-8.464148268E-3,4.350447953E-1,3.999579325E-2,4.369614161E-1
4.758651440E-1,-2.068145387E-2,4.338230491E-1,4.732617736E-2,4.368866300E-1
4.778662100E-1,-2.495750971E-2,4.313796163E-1,5.282396078E-2,4.353178396E-1
4.798675760E-1,-2.251404896E-2,4.264926612E-1,5.404569209E-2,4.304925195E-1
4.818665090E-1,-1.640539803E-2,4.191623032E-1,5.954347923E-2,4.236880922E-1
4.838678750E-1,-9.075013921E-3,4.051123857E-1,5.343482643E-2,4.087220102E-1
4.858691410E-1,-1.090760995E-2,3.959493935E-1,4.976963252E-2,3.992141211E-1
4.878704740E-1,-1.518366579E-2,3.825103641E-1,4.732617736E-2,3.857259252E-1
4.898718400E-1,-1.579453237E-2,3.647952974E-1,3.571973369E-2,3.668800562E-1
4.918763060E-1,-1.335107069E-2,3.544105887E-1,2.716762200E-2,3.557009927E-1
4.938776390E-1,-1.212934032E-2,3.281433582E-1,2.228069864E-2,3.291224908E-1
4.958776390E-1,-1.029674429E-2,3.006544411E-1,1.189598907E-2,3.010658241E-1
4.978790050E-1,-1.744631212E-3,2.884371281E-1,1.372858509E-2,2.887689295E-1
4.998803380E-1,-2.966361586E-3,2.566721439E-1,3.343876451E-3,2.567110638E-1
5.018817380E-1,-4.798957147E-3,2.407896370E-1,4.565607291E-3,2.408807257E-1
5.038831040E-1,-4.798957147E-3,2.133007050E-1,-9.321803227E-4,2.133567193E-1
5.058844700E-1,-6.631553173E-3,1.815357059E-1,-4.597371910E-3,1.817149577E-1
5.078858360E-1,-4.798957147E-3,1.638206244E-1,-3.986506723E-3,1.639393766E-1
5.098871360E-1,-1.744631212E-3,1.387751400E-1,-3.986506723E-3,1.388433487E-1
5.118884690E-1,-1.133765909E-3,1.021232307E-1,-1.192775462E-2,1.028236889E-1
5.138898690E-1,-1.133765909E-3,8.440813422E-2,-1.742554270E-2,8.619552243E-2
5.158912350E-1,-6.020687986E-3,5.081054941E-2,-1.070602424E-2,5.227408125E-2
5.178925350E-1,-4.188092425E-3,2.637594007E-2,-1.437121537E-2,3.032758091E-2
5.198939350E-1,-4.188092425E-3,1.232603937E-2,-2.109073289E-2,2.478488206E-2
5.218952680E-1,8.796459588E-5,-1.516289730E-2,-1.803640835E-2,2.356338724E-2
5.238969010E-1,6.988298264E-4,-3.776491061E-2,-2.047986723E-2,4.296628676E-2
5.258988670E-1,3.753156168E-3,-5.425827578E-2,-2.719938569E-2,6.080997659E-2
5.279000000E-1,6.196617149E-3,-7.258422673E-2,-2.597765625E-2,7.734149376E-2
5.299013330E-1,5.585751962E-3,-9.701883793E-2,-2.658852004E-2,1.007512031E-1
5.319026660E-1,4.364021122E-3,-1.092361435E-1,-2.964284644E-2,1.132708174E-1
5.339040320E-1,6.988298264E-4,-1.238969117E-1,-3.575149924E-2,1.289538786E-1
5.359107980E-1,6.988298264E-4,-1.416119933E-1,-3.086457774E-2,1.449381495E-1
5.379124640E-1,8.796459588E-5,-1.501641273E-1,-3.208630905E-2,1.535539127E-1
5.399137640E-1,2.531425562E-3,-1.593270898E-1,-2.842111513E-2,1.618619456E-1
5.419151300E-1,4.364021122E-3,-1.697118133E-1,-2.719938569E-2,1.719329836E-1
5.439164630E-1,1.920560375E-3,-1.874268949E-1,-2.719938569E-2,1.893999368E-1
5.459197630E-1,-4.188092425E-3,-2.051419765E-1,-3.147544339E-2,2.075848602E-1
5.479211290E-1,-3.577226773E-3,-2.088071704E-1,-2.842111513E-2,2.107628780E-1
5.499224620E-1,4.364021122E-3,-2.198027521E-1,-2.658852004E-2,2.214480615E-1
5.519206950E-1,-4.188092425E-3,-2.369069755E-1,-2.536679059E-2,2.382979841E-1
5.539220610E-1,4.974886309E-3,-2.430156469E-1,-2.658852004E-2,2.445164689E-1
5.559234270E-1,-4.188092425E-3,-2.558438182E-1,-2.170159854E-2,2.567967266E-1
5.579245270E-1,8.796459588E-5,-2.637850642E-1,-2.231246419E-2,2.647270555E-1
5.599258930E-1,-3.577226773E-3,-2.723371685E-1,-2.842111513E-2,2.738395327E-1
5.619272260E-1,3.753156168E-3,-2.845544815E-1,-3.636236489E-2,2.868929429E-1
5.639292590E-1,1.309695072E-3,-2.863870561E-1,-3.086457774E-2,2.880484046E-1
5.659305920E-1,2.531425562E-3,-2.955500484E-1,-3.514063358E-2,2.976425765E-1
5.679319580E-1,3.753156168E-3,-2.967717946E-1,-3.147544339E-2,2.984598596E-1
5.699333240E-1,3.142290749E-3,-3.022695482E-1,-3.025371209E-2,3.037960514E-1
5.719346900E-1,3.142290749E-3,-2.967717946E-1,-2.964284644E-2,2.982651008E-1
5.739360230E-1,8.640077896E-3,-3.034912944E-1,-3.636236489E-2,3.057839732E-1
5.759373230E-1,8.796459588E-5,-3.004369736E-1,-3.514063358E-2,3.024851186E-1
5.779386890E-1,3.142290749E-3,-3.034912944E-1,-3.269717470E-2,3.052637302E-1
5.799399890E-1,4.974886309E-3,-2.961609066E-1,-3.208630905E-2,2.979355019E-1
5.819413220E-1,1.047267299E-2,-2.924957275E-1,-3.514063358E-2,2.947851618E-1
5.839423550E-1,3.142290749E-3,-2.851653397E-1,-3.941668943E-2,2.878937658E-1
5.859428880E-1,-1.133765909E-3,-2.747806311E-1,-4.124928638E-2,2.778618078E-1
5.879487210E-1,-2.355496399E-3,-2.705045640E-1,-4.369274899E-2,2.740206632E-1
5.899501210E-1,-5.229006638E-4,-2.570655346E-1,-3.880582377E-2,2.599785654E-1
5.919548870E-1,-7.242418360E-3,-2.356852591E-1,-3.758409619E-2,2.387730267E-1
5.939561870E-1,-1.090760995E-2,-2.277439982E-1,-3.514063358E-2,2.306971365E-1
5.959521530E-1,-1.212934032E-2,-2.063637227E-1,-2.903198265E-2,2.087485640E-1
5.979531860E-1,-1.884885877E-2,-1.855943054E-1,-2.109073289E-2,1.877374355E-1
5.999545520E-1,-2.617924102E-2,-1.739878505E-1,-2.109073289E-2,1.772059362E-1
6.019558850E-1,-3.839654475E-2,-1.544401646E-1,-1.314948592E-2,1.596839631E-1
6.039572180E-1,-4.511606321E-2,-1.464989334E-1,-1.192775462E-2,1.537519691E-1
6.059566510E-1,-5.855510011E-2,-1.281729788E-1,-4.597371910E-3,1.409898864E-1
6.079580170E-1,-7.077240944E-2,-1.092361435E-1,1.511280658E-3,1.301674036E-1
6.099593830E-1,-7.688105851E-2,-9.579711407E-2,7.619933225E-3,1.230684671E-1
6.119607160E-1,-9.276355058E-2,-9.213192016E-2,3.954741638E-3,1.308014029E-1
6.139620820E-1,-9.093095362E-2,-8.602326363E-2,1.511280658E-3,1.251827631E-1
6.159633820E-1,-9.276355058E-2,-7.869288325E-2,-2.153910929E-3,1.216646437E-1
6.179649480E-1,-9.154182673E-2,-7.136250287E-2,-7.651698310E-3,1.163230903E-1
6.199663140E-1,-9.215268493E-2,-6.830817461E-2,-1.253862027E-2,1.153921187E-1
6.219676470E-1,-8.787663281E-2,-6.586471200E-2,-1.376035064E-2,1.106788604E-1
6.239682800E-1,-7.871365547E-2,-5.609086901E-2,-2.536679059E-2,9.992746974E-2
6.259696460E-1,-7.932451367E-2,-4.814961925E-2,-2.658852004E-2,9.652830518E-2
6.279709460E-1,-7.627018541E-2,-4.570615664E-2,-3.086457774E-2,9.412128397E-2
6.299724120E-1,-6.099855900E-2,-2.921279706E-2,-2.964284644E-2,7.384382206E-2
6.319736120E-1,-5.183558166E-2,-1.821722463E-2,-2.719938569E-2,6.130743333E-2
6.339749450E-1,-4.572692886E-2,-1.149770524E-2,-3.147544339E-2,5.669085275E-2
6.359766450E-1,-3.961827606E-2,-1.723861671E-3,-3.147544339E-2,5.062887549E-2
6.379780110E-1,-3.167703003E-2,1.171517372E-2,-3.330803663E-2,4.743526990E-2
6.399793770E-1,-2.068145387E-2,2.393247746E-2,-2.047986723E-2,3.768170608E-2
6.419804430E-1,-1.701626182E-2,4.164757207E-2,-1.986900344E-2,4.918181293E-2
6.439817760E-1,-1.029674429E-2,5.508660525E-2,-1.253862027E-2,5.742624852E-2
6.459833090E-1,-5.409822334E-3,7.035823911E-2,-3.986506723E-3,7.067842828E-2
6.479804090E-1,6.807482336E-3,8.868419379E-2,5.176472012E-3,8.909558859E-2
6.499817090E-1,7.418347523E-3,9.723630548E-2,1.189598907E-2,9.824177084E-2
6.519796090E-1,1.309695072E-3,1.125079393E-1,2.105896734E-2,1.144693488E-1
6.539809750E-1,-5.229006638E-4,1.326664835E-1,2.838935144E-2,1.356710159E-1
6.559823080E-1,-3.577226773E-3,1.369425505E-1,2.594589069E-2,1.394247035E-1
6.579839410E-1,-5.229006638E-4,1.393860132E-1,3.877405822E-2,1.446795137E-1
6.599852740E-1,-2.966361586E-3,1.436620653E-1,3.510886803E-2,1.479196434E-1
6.619866070E-1,-4.188092425E-3,1.473272592E-1,4.121752083E-2,1.530416461E-1
6.639879730E-1,1.309695072E-3,1.467164010E-1,3.327627108E-2,1.504484225E-1
6.659893730E-1,1.309695072E-3,1.461055279E-1,2.044810355E-2,1.475353026E-1
6.679907060E-1,-1.133765909E-3,1.430512071E-1,1.128512435E-2,1.435001300E-1
