"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.490922750E0,4.504757524E-1,8.307463646E0,-2.653683126E-1,8.323899385E0
1.500884750E0,-9.445171803E-3,8.992135048E0,-7.004158497E-1,9.019377157E0
1.510847750E0,9.131286293E-2,9.555335045E0,-5.856029987E-1,9.573698174E0
1.520809750E0,3.027297258E-1,9.905503273E0,-3.019167185E-1,9.914726122E0
1.530772750E0,4.472765028E-1,1.030141258E1,-1.319284737E-1,1.031196211E1
1.540734750E0,2.880745828E-1,1.071186924E1,-4.660674632E-1,1.072587285E1
1.550697750E0,1.595701426E-1,1.119672108E1,-7.947457433E-1,1.122602540E1
1.560659750E0,2.350284755E-1,1.177794838E1,-6.267781854E-1,1.179695543E1
1.570622750E0,3.162804544E-1,1.236888123E1,-3.830238581E-1,1.237885146E1
1.580584750E0,3.586067855E-1,1.289643097E1,-5.869407058E-1,1.291476016E1
1.590547750E0,3.885425925E-1,1.343179035E1,-6.107834578E-1,1.345128298E1
1.600509750E0,2.653920352E-1,1.394598579E1,-2.532206476E-1,1.395080906E1
1.610472750E0,2.253045291E-1,1.458918190E1,-1.343983859E-1,1.459154048E1
1.620434750E0,4.594906271E-1,1.521962738E1,-3.678775728E-1,1.523100532E1
1.630397917E0,4.377102256E-1,1.588965225E1,-4.343226254E-1,1.590161234E1
1.640359917E0,2.284464538E-1,1.647321129E1,-3.482033908E-1,1.647847455E1
1.650322917E0,-5.145204067E-2,1.709418297E1,-2.640682757E-1,1.709629991E1
1.660284917E0,8.074148744E-2,1.772514915E1,-2.844659686E-1,1.772761554E1
1.670247917E0,4.408519864E-1,1.839238167E1,-3.484726250E-1,1.840096430E1
1.680209917E0,4.047269821E-1,1.910449791E1,-3.876632154E-1,1.911271637E1
1.690171917E0,3.416931629E-1,1.972186089E1,-4.187044799E-1,1.972926416E1
1.700134917E0,6.792547107E-1,2.032581139E1,-3.346045315E-1,2.033991041E1
1.710096917E0,8.362552524E-1,2.089002419E1,-3.002239168E-1,2.090891120E1
1.720059917E0,8.374446630E-1,2.144535065E1,-3.450997472E-1,2.146446999E1
1.730021917E0,8.190760612E-1,2.198550415E1,-4.266337454E-1,2.200489252E1
1.739984917E0,9.062649012E-1,2.254970360E1,-3.878127038E-1,2.257123938E1
1.749946917E0,1.032941937E0,2.308520889E1,-4.769169986E-1,2.311322757E1
1.759909917E0,8.899854422E-1,2.362971687E1,-2.736537457E-1,2.364805446E1
1.769871917E0,1.222526670E0,2.444239235E1,-7.606391311E-1,2.448476439E1
1.779834917E0,1.641166210E0,2.505980492E1,-9.271619320E-1,2.513059646E1
1.789796917E0,1.638101816E0,2.591728020E1,-8.281146884E-1,2.598219706E1
1.799759917E0,1.115007043E0,2.686412239E1,-7.655655742E-1,2.689814869E1
1.809721917E0,8.330296874E-1,2.729245377E1,-8.018127680E-1,2.731693385E1
1.819684917E0,7.972384691E-1,2.838272476E1,-8.861929774E-1,2.840774528E1
1.829646917E0,8.699246645E-1,2.841566467E1,-8.802975416E-1,2.844260346E1
1.839609917E0,1.050627828E0,2.847692299E1,-7.469177246E-1,2.850608440E1
1.849571917E0,1.428965569E0,2.848789597E1,-5.713685751E-1,2.852943429E1
1.859534917E0,1.434640169E0,2.849335670E1,-5.121451616E-1,2.853404741E1
1.869496917E0,1.525995970E0,2.844167137E1,-5.607689023E-1,2.848809920E1
1.879459917E0,2.138564110E0,2.506104660E1,-1.590031505E0,2.520233547E1
1.889421917E0,4.131874084E0,2.485589600E1,-1.712607384E0,2.525511776E1
1.899384917E0,5.663387775E0,2.542255783E1,-1.776963949E0,2.610628293E1
1.909346917E0,3.770242214E0,2.571322441E1,-1.371793032E0,2.602434345E1
1.919309917E0,3.335719585E0,2.590798950E1,-1.150097013E0,2.614715412E1
1.929271917E0,3.586640835E0,2.588578415E1,-9.473063946E-1,2.615024288E1
1.939234917E0,3.783484697E0,2.586250496E1,-7.280461192E-1,2.614792478E1
1.949196917E0,3.949624300E0,2.583869362E1,-4.938237965E-1,2.614347877E1
1.959158917E0,4.078986645E0,2.582095146E1,-2.501150668E-1,2.614234542E1
1.969121917E0,4.177978992E0,2.580132103E1,1.687893178E-3,2.613739999E1
1.979084917E0,4.230345249E0,2.577123451E1,2.331471294E-1,2.611717264E1
1.989046917E0,4.300760746E0,2.567366982E1,1.435703635E-1,2.603179743E1
1.999008917E0,4.484022617E0,2.207821465E1,-4.282198250E-1,2.253302893E1
2.008971917E0,3.663191557E0,1.485043430E1,-4.272227585E-1,1.530153230E1
2.018933917E0,3.905237317E-1,4.782845020E0,-3.950556517E-1,4.814995768E0
2.028896917E0,-3.212987483E-1,3.305569291E-1,1.122357011E0,1.213336733E0
2.038858917E0,2.694621682E-1,-5.629088879E-1,1.688797712E0,1.800420503E0
2.048821917E0,8.583309650E-1,-7.600895762E-1,1.177852511E0,1.643716748E0
2.058783917E0,4.745303094E-1,-6.736401320E-1,4.694318175E-1,9.483334188E-1
2.068746917E0,-3.196349740E-1,1.313746274E-1,-1.329746693E-1,3.702810716E-1
2.078708917E0,-1.314838409E0,-1.188077629E-1,-3.427489102E-1,1.363961929E0
2.088671917E0,-1.263708472E0,-1.674288034E0,-2.888300121E-1,2.117456564E0
2.098633917E0,-4.469506443E-1,-2.614370823E0,-8.581934869E-2,2.653688874E0
2.108596917E0,7.858635485E-2,-2.029605389E0,4.036304951E-1,2.070843168E0
2.118558917E0,1.118137360E0,-7.774654627E-1,6.126351953E-1,1.493320322E0
2.128521917E0,2.674006462E0,-1.666346006E-2,3.456173539E-1,2.696301093E0
2.138483917E0,3.176317453E0,8.600158989E-2,5.780429393E-2,3.178007265E0
2.148446917E0,2.665266275E0,1.235556230E-1,-9.310212731E-2,2.669752482E0
2.158408917E0,1.827440381E0,8.785290122E-1,-4.587921798E-1,2.078903999E0
2.168371917E0,9.058535099E-1,1.964068770E0,-9.897580743E-1,2.378604163E0
2.178333917E0,5.080030486E-2,3.183430195E0,-1.447717786E0,3.497527021E0
2.188296917E0,-6.198659539E-1,4.194649696E0,-1.709120870E0,4.571697062E0
2.198258917E0,-9.066315293E-1,4.910872936E0,-1.852226257E0,5.326292879E0
2.208221917E0,-9.038392305E-1,5.208309650E0,-1.923758864E0,5.625323363E0
2.218183917E0,-6.680126786E-1,5.140522480E0,-1.959403038E0,5.541703039E0
2.228146917E0,-2.051281482E-1,4.869101048E0,-1.958842158E0,5.252359962E0
2.238108917E0,4.528614879E-1,4.429336548E0,-1.933426142E0,4.854095428E0
2.248071917E0,1.126282811E0,3.676659822E0,-1.790187955E0,4.241593254E0
2.258033917E0,1.640833974E0,2.741729498E0,-1.524049163E0,3.540076640E0
2.267996917E0,2.036415577E0,1.898367405E0,-1.219926834E0,3.039573767E0
2.277958917E0,2.284850836E0,1.295616508E0,-9.641191363E-1,2.797979840E0
2.287921917E0,2.305683136E0,9.557712674E-1,-8.118662238E-1,2.624652397E0
2.297883917E0,2.143908262E0,8.292474747E-1,-7.268783450E-1,2.410880781E0
2.307846917E0,1.936845064E0,8.350454569E-1,-7.032917738E-1,2.223350858E0
2.317808917E0,1.757128596E0,9.448258877E-1,-7.215678096E-1,2.121522323E0
2.327771917E0,1.616702557E0,1.180170298E0,-7.684831023E-1,2.144083806E0
2.337733917E0,1.450908542E0,1.420250535E0,-8.399150372E-1,2.197203779E0
2.347696917E0,1.258083224E0,1.656860709E0,-9.211544991E-1,2.275189315E0
2.357658917E0,1.068119168E0,1.874069571E0,-9.928496480E-1,2.374608545E0
2.367621917E0,8.850049973E-1,1.965326309E0,-1.042673707E0,2.394349558E0
2.377583917E0,7.134785652E-1,1.924172878E0,-1.035764456E0,2.298760739E0
2.387546917E0,5.608940721E-1,1.850704551E0,-9.557278752E-1,2.157110397E0
2.397508917E0,4.689657390E-1,1.859282136E0,-8.150724173E-1,2.083555128E0
2.407471917E0,3.733268380E-1,1.971322060E0,-6.578729153E-1,2.111464033E0
2.417433917E0,1.912888736E-1,2.137099266E0,-5.113795996E-1,2.205741100E0
2.427396917E0,-1.037367061E-2,2.280182600E0,-3.858722746E-1,2.312625719E0
2.437358917E0,-1.348773837E-1,2.333054304E0,-2.974987328E-1,2.355809795E0
2.447321917E0,-1.491053253E-1,2.271879673E0,-2.800443769E-1,2.293925565E0
2.457283917E0,-7.584238052E-2,2.163748741E0,-2.956164479E-1,2.185165844E0
2.467246917E0,-1.077336073E-2,2.025007010E0,-2.812649310E-1,2.044475340E0
2.477208917E0,6.610252894E-4,1.869550705E0,-2.187765688E-1,1.882308015E0
2.487171917E0,-5.192708597E-2,1.791800261E0,-1.358334720E-1,1.797691667E0
2.497133917E0,-6.387082487E-2,1.666265488E0,-4.942163080E-2,1.668221405E0
2.507096917E0,-3.153472766E-2,1.425177455E0,3.565171733E-2,1.425972041E0
2.517058917E0,3.676430508E-2,1.146483898E0,1.237688512E-1,1.153731195E0
2.527021917E0,1.366954297E-1,8.465523124E-1,2.021238506E-1,8.810167473E-1
2.536983917E0,2.525915504E-1,5.161472559E-1,2.475657314E-1,6.256990270E-1
2.546946917E0,4.075763524E-1,2.611197233E-1,2.601009607E-1,5.495038696E-1
2.556908917E0,6.156973243E-1,1.000133082E-1,2.867668569E-1,6.865282858E-1
2.566871917E0,8.069136143E-1,-2.767407894E-2,3.580964208E-1,8.832375004E-1
2.576833917E0,8.498663306E-1,-1.209369302E-1,4.567390084E-1,9.723728929E-1
2.586796917E0,7.344105244E-1,-1.828964353E-1,4.966552556E-1,9.052493398E-1
2.596758917E0,5.353575945E-1,-2.183851749E-1,4.469387531E-1,7.307900435E-1
2.606721917E0,3.639735878E-1,-3.014824688E-1,3.801538646E-1,6.065355821E-1
2.616683917E0,3.540313840E-1,-5.531233549E-1,3.711241186E-1,7.543320078E-1
2.626646917E0,9.470420480E-1,-1.337922096E0,1.227744892E-1,1.643775457E0
2.636609125E0,1.777986884E0,-2.223014116E0,-3.773846626E-1,2.871488866E0
2.646572125E0,2.551607847E0,-3.076925755E0,-1.275285959E0,4.195775135E0
2.656534125E0,2.731307507E0,-2.730828047E0,-1.796046615E0,4.259488932E0
2.666497125E0,1.710283756E0,-8.451507688E-1,-1.569812179E0,2.470558768E0
2.676459125E0,2.957328260E-1,2.592577636E-1,-1.165437460E0,1.230006896E0
2.686422125E0,-5.719522238E-1,9.231801033E-1,-7.945883274E-1,1.345645369E0
2.696384125E0,-7.743130326E-1,1.296588540E0,-6.231473684E-1,1.633712079E0
2.706347125E0,-7.128443122E-1,1.093060017E0,-7.032592297E-1,1.482396964E0
2.716309125E0,-4.731687009E-1,7.986375093E-1,-1.036352992E0,1.391308023E0
2.726272125E0,-2.440140545E-1,6.456684470E-1,-1.418195724E0,1.577247512E0
2.736234125E0,-1.501537263E-1,7.098836899E-1,-1.602957487E0,1.759532239E0
2.746197125E0,-2.442935407E-1,9.573177099E-1,-1.628009796E0,1.904350920E0
2.756159125E0,-3.190208375E-1,1.228575826E0,-1.624775410E0,2.061811821E0
2.766122125E0,-2.305269241E-1,1.659674287E0,-1.643839717E0,2.347311316E0
2.776084125E0,-1.857167110E-2,2.196660280E0,-1.716965318E0,2.788123239E0
2.786047125E0,9.023123980E-2,2.511504889E0,-1.803180695E0,3.093098624E0
2.796009125E0,2.300984710E-1,2.723809004E0,-1.858219504E0,3.305307932E0
2.805972125E0,3.589698970E-1,2.917023182E0,-1.842604399E0,3.468872238E0
2.815934125E0,5.050131679E-1,3.071626663E0,-1.760241032E0,3.576084052E0
2.825897125E0,5.571498871E-1,3.182377338E0,-1.635280490E0,3.621061143E0
2.835859125E0,4.294196963E-1,3.257361174E0,-1.482290626E0,3.604440122E0
2.845822125E0,1.993207186E-1,3.227162838E0,-1.338826060E0,3.499537677E0
2.855784125E0,-7.049905509E-2,3.050572872E0,-1.167798877E0,3.267218876E0
2.865747125E0,-3.367161155E-1,2.845113516E0,-9.101006985E-1,3.006049225E0
2.875709125E0,-5.497360229E-1,2.703267336E0,-5.798964500E-1,2.818890540E0
2.885672125E0,-6.640908122E-1,2.608890533E0,-2.195233107E-1,2.701021456E0
2.895634125E0,-6.506299376E-1,2.562159538E0,1.408207864E-1,2.647227098E0
2.905597125E0,-5.609565377E-1,2.602885246E0,4.533885717E-1,2.700971129E0
2.915559125E0,-4.306524396E-1,2.630280495E0,6.625961661E-1,2.746428715E0
2.925522125E0,-2.853695452E-1,2.688916922E0,7.468128204E-1,2.805252106E0
2.935484125E0,-1.545559913E-1,2.893187523E0,7.050641179E-1,2.981868040E0
2.945447125E0,-3.393661976E-2,3.072479486E0,5.300640464E-1,3.118052242E0
2.955409125E0,1.848734170E-2,3.129621029E0,2.715371847E-1,3.141433114E0
2.965372125E0,-3.990832344E-2,3.167961121E0,-6.827304140E-3,3.168219839E0
2.975334125E0,-1.992313415E-1,3.190386534E0,-2.388456464E-1,3.205511910E0
2.985297125E0,-3.885679841E-1,3.195038080E0,-3.956286013E-1,3.242803633E0
2.995259125E0,-5.123022199E-1,3.240770578E0,-4.988381267E-1,3.318717671E0
3.005222125E0,-5.382009149E-1,3.256897926E0,-5.835210681E-1,3.352244198E0
3.015185125E0,-5.574828386E-1,3.161428928E0,-6.482998729E-1,3.275013391E0
3.025147125E0,-6.417295933E-1,2.973975420E0,-7.022176981E-1,3.122411947E0
3.035110125E0,-7.773920298E-1,2.776609898E0,-7.514672279E-1,2.979698623E0
3.045072125E0,-9.182535410E-1,2.566644192E0,-8.081979156E-1,2.843243894E0
3.055035125E0,-1.052883506E0,2.358573914E0,-8.531004190E-1,2.720149795E0
3.064997125E0,-1.156367183E0,2.233213663E0,-8.585526943E-1,2.657356027E0
3.074960125E0,-1.227963209E0,2.123387575E0,-8.143220544E-1,2.584528747E0
3.084922125E0,-1.255296230E0,1.983782768E0,-7.239234447E-1,2.456670074E0
3.094885125E0,-1.275180936E0,1.824242234E0,-6.053971052E-1,2.306610458E0
3.104847125E0,-1.310515404E0,1.629430413E0,-4.765000939E-1,2.144655318E0
