"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.855744420E-1,7.147123106E-4,-1.834428497E-2,-6.308405194E-3,1.941184125E-2
2.875754420E-1,-3.561344463E-3,-1.956601255E-2,-6.919270381E-3,2.105678807E-2
2.895764420E-1,-4.783074837E-3,-1.773341745E-2,-5.697540473E-3,1.923054515E-2
2.915777750E-1,-2.950479044E-3,-1.651168801E-2,-5.086674821E-3,1.752756196E-2
2.935790250E-1,-4.783074837E-3,-1.712255366E-2,-4.475809634E-3,1.833282631E-2
2.955802250E-1,-5.393940024E-3,-2.506380156E-2,-6.919270381E-3,2.655494380E-2
2.975812250E-1,-2.339613857E-3,-1.773341745E-2,-5.086674821E-3,1.859629394E-2
2.995822250E-1,-1.728748670E-3,-2.506380156E-2,-3.864944447E-3,2.541890076E-2
3.015833500E-1,7.147123106E-4,-2.200947516E-2,-3.864944447E-3,2.235767443E-2
3.035844610E-1,7.147123106E-4,-2.200947516E-2,-8.141000755E-3,2.347772782E-2
3.055857610E-1,1.038470946E-4,-2.750726044E-2,-1.424965356E-2,3.097923155E-2
3.075869420E-1,-3.561344463E-3,-2.078774385E-2,-8.751866408E-3,2.283437397E-2
3.095882750E-1,-5.070181214E-4,-1.651168801E-2,-1.119532809E-2,1.995565783E-2
3.115911980E-1,5.601634271E-3,-2.139860950E-2,-1.180619281E-2,2.507319253E-2
3.135924830E-1,-5.070181214E-4,-2.139860950E-2,-6.919270381E-3,2.249519635E-2
3.156060160E-1,-2.339613857E-3,-2.200947516E-2,-9.362732060E-3,2.403230204E-2
3.176073280E-1,7.434229832E-3,-2.323120460E-2,-1.180619281E-2,2.709876065E-2
3.196085630E-1,-1.117883483E-3,-2.017688006E-2,-5.697540473E-3,2.099566908E-2
3.216098960E-1,7.147123106E-4,-2.200947516E-2,-1.058446243E-2,2.443273737E-2
3.236112110E-1,2.547307871E-3,-2.445293590E-2,-8.141000755E-3,2.589808381E-2
3.256125610E-1,3.158173291E-3,-2.262034081E-2,-6.308405194E-3,2.369493307E-2
3.276138940E-1,6.823364645E-3,-2.872899175E-2,-9.362732060E-3,3.097699184E-2
3.296152120E-1,1.038470946E-4,-2.628553286E-2,-1.363878790E-2,2.961345231E-2
3.316165590E-1,1.038470946E-4,-2.811812796E-2,-1.241705753E-2,3.073797686E-2
3.336178920E-1,3.158173291E-3,-2.933985740E-2,-4.475809634E-3,2.984684510E-2
3.356191320E-1,4.379903898E-3,-3.117245249E-2,-9.362732060E-3,3.284153018E-2
3.376204780E-1,1.936442801E-3,-3.483764827E-2,-9.362732060E-3,3.612578441E-2
3.396218110E-1,1.936442801E-3,-3.544851020E-2,-1.058446243E-2,3.704561420E-2
3.416230610E-1,6.212499458E-3,-3.605937585E-2,-1.669311523E-2,4.021857572E-2
3.436244050E-1,3.769038711E-3,-3.911370039E-2,-1.302792225E-2,4.139823630E-2
3.456257380E-1,4.379903898E-3,-3.972456604E-2,-1.058446243E-2,4.134314393E-2
3.476270710E-1,3.769038711E-3,-4.583321884E-2,-1.852571033E-2,4.957914426E-2
3.496284370E-1,1.936442801E-3,-4.277889431E-2,-1.363878790E-2,4.494218669E-2
3.516297030E-1,5.601634271E-3,-4.277889431E-2,-1.302792225E-2,4.506815797E-2
3.536310360E-1,3.769038711E-3,-4.766581208E-2,-1.852571033E-2,5.127803854E-2
3.556324020E-1,6.823364645E-3,-4.461148754E-2,-1.547138393E-2,4.770856156E-2
3.576338020E-1,4.990769085E-3,-4.277889431E-2,-1.302792225E-2,4.499631465E-2
3.596352020E-1,8.045095019E-3,-4.644408450E-2,-1.791484468E-2,5.042537256E-2
3.616366020E-1,8.045095019E-3,-4.644408450E-2,-1.974743977E-2,5.110516526E-2
3.636387020E-1,8.045095019E-3,-4.705495015E-2,-8.141000755E-3,4.842693239E-2
3.656400020E-1,1.109942142E-2,-5.072014406E-2,-9.973596781E-3,5.286967753E-2
3.676414020E-1,8.045095019E-3,-4.705495015E-2,-1.852571033E-2,5.120638467E-2
3.696426680E-1,1.354288310E-2,-5.133100599E-2,-8.141000755E-3,5.370807902E-2
3.716433010E-1,1.354288310E-2,-4.949840903E-2,-1.058446243E-2,5.239783416E-2
3.736446670E-1,6.823364645E-3,-5.072014406E-2,-1.730397902E-2,5.402331912E-2
3.756398330E-1,4.990769085E-3,-5.072014406E-2,-1.180619281E-2,5.231469180E-2
3.776411660E-1,9.266825393E-3,-5.621793121E-2,-1.547138393E-2,5.903976256E-2
3.796424990E-1,5.601634271E-3,-5.194187164E-2,-1.913657598E-2,5.563762105E-2
3.816438320E-1,4.990769085E-3,-4.766581208E-2,-9.362732060E-3,4.883234756E-2
3.836451650E-1,4.379903898E-3,-4.949840903E-2,-1.486051828E-2,5.186628055E-2
3.856464980E-1,1.109942142E-2,-4.827668145E-2,-1.486051828E-2,5.171721311E-2
3.876485310E-1,7.434229832E-3,-5.316359922E-2,-1.363878790E-2,5.538639355E-2
3.896498970E-1,1.325577614E-3,-5.621793121E-2,-1.119532809E-2,5.733714605E-2
3.916512300E-1,5.601634271E-3,-4.461148754E-2,-9.362732060E-3,4.592628744E-2
3.936525630E-1,6.823364645E-3,-4.705495015E-2,-1.302792225E-2,4.929962877E-2
3.956539960E-1,6.823364645E-3,-4.705495015E-2,-8.141000755E-3,4.823901462E-2
