"t (s)","Tilt up/down (deg)","Tilt left/right (deg)"
3.684479054E1,9.406228787E1,9.113941275E1
3.734512469E1,9.402300658E1,9.112870169E1
3.784545793E1,9.404274147E1,9.113450618E1
3.834580335E1,9.399571488E1,9.112234326E1
3.884612823E1,9.402564948E1,9.113030551E1
3.934647073E1,9.399382011E1,9.112115789E1
3.984680585E1,9.402510439E1,9.113066711E1
3.984680585E1,9.402510439E1,9.113066711E1
3.984680585E1,9.402510439E1,9.113066711E1
4.106237102E1,9.370774705E1,9.103208751E1
4.156270729E1,9.363933440E1,9.101597490E1
4.206304359E1,9.358049205E1,9.100054609E1
4.256337852E1,9.358899626E1,9.100229679E1
4.306371929E1,9.361522540E1,9.100920142E1
4.356405019E1,9.359440628E1,9.100339284E1
4.406480804E1,9.354201724E1,9.098986435E1
4.456513594E1,9.355640959E1,9.099394998E1
4.506547024E1,9.358696095E1,9.100166410E1
4.556581558E1,9.353708448E1,9.098910772E1
4.606614164E1,9.358023132E1,9.100017255E1
4.656647671E1,9.353573432E1,9.098795978E1
4.706681647E1,9.356214797E1,9.099569481E1
4.756715591E1,9.353286580E1,9.098760934E1
4.806748677E1,9.355951827E1,9.099434490E1
4.856782055E1,9.356565861E1,9.099719843E1
4.906816198E1,9.352621583E1,9.098563872E1
4.956848999E1,9.354773992E1,9.099177335E1
5.006883029E1,9.354450641E1,9.099105995E1
5.056916812E1,9.352809761E1,9.098618667E1
5.106937671E1,9.349643802E1,9.097765097E1
5.156971247E1,9.351072314E1,9.098156021E1
5.207004824E1,9.349681780E1,9.097771672E1
5.257038331E1,9.354066009E1,9.099077045E1
5.307071904E1,9.357572216E1,9.099940320E1
5.357105547E1,9.350763090E1,9.098087403E1
5.357105547E1,9.350763090E1,9.098087403E1
5.357105547E1,9.350763090E1,9.098087403E1
5.456835193E1,9.209730561E1,9.059425197E1
5.556902780E1,9.216567064E1,9.061441295E1
5.606936393E1,9.212933032E1,9.060323166E1
5.656969473E1,9.214175340E1,9.060706829E1
5.707003077E1,9.214696153E1,9.060862881E1
5.757093788E1,9.215204610E1,9.061033915E1
5.807127048E1,9.211572326E1,9.059952787E1
5.857161578E1,9.213047979E1,9.060388040E1
5.907194312E1,9.215111728E1,9.061030346E1
5.957228202E1,9.210389195E1,9.059712335E1
6.007261963E1,9.213283850E1,9.060526713E1
6.057295877E1,9.219248640E1,9.062247970E1
6.107329140E1,9.213133019E1,9.060525457E1
6.157362523E1,9.208954161E1,9.059336699E1
6.207395763E1,9.220289158E1,9.062472657E1
6.257430037E1,9.222573554E1,9.063230662E1
6.307462707E1,9.222447751E1,9.063101918E1
6.357496374E1,9.225469172E1,9.064030601E1
6.407531404E1,9.226531775E1,9.064309008E1
6.457552068E1,9.221392297E1,9.062827565E1
6.507585958E1,9.223747473E1,9.063512131E1
6.557619001E1,9.223522684E1,9.063452263E1
6.607652791E1,9.219520672E1,9.062312653E1
6.657686652E1,9.220356418E1,9.062576419E1
6.707719635E1,9.225380967E1,9.063990382E1
6.707719635E1,9.225380967E1,9.063990382E1
6.707719635E1,9.225380967E1,9.063990382E1
6.850735993E1,9.271290569E1,9.076936887E1
6.900769128E1,9.268562834E1,9.076198488E1
6.950802614E1,9.276438843E1,9.078393629E1
7.000838369E1,9.275395845E1,9.078070963E1
7.050869746E1,9.278563736E1,9.078984876E1
7.100967341E1,9.279267705E1,9.079111208E1
7.151000271E1,9.279144791E1,9.079121706E1
7.201034201E1,9.284014080E1,9.080549324E1
7.251068008E1,9.280814749E1,9.079632131E1
7.301101587E1,9.282608799E1,9.080213988E1
7.351135070E1,9.282002387E1,9.079919284E1
7.401168490E1,9.278641752E1,9.079020333E1
7.451201830E1,9.281836288E1,9.079904588E1
7.501235914E1,9.284281288E1,9.080618617E1
7.551269878E1,9.283972791E1,9.080529272E1
7.601303281E1,9.282110707E1,9.079995939E1
7.651335894E1,9.282232532E1,9.080077645E1
7.701370265E1,9.283188745E1,9.080298970E1
7.751403568E1,9.287153269E1,9.081455594E1
7.801417783E1,9.288123492E1,9.081753948E1
7.851451766E1,9.289219164E1,9.082136506E1
7.901484720E1,9.294049065E1,9.083600536E1
7.951518306E1,9.287977269E1,9.081631513E1
8.001552323E1,9.286614903E1,9.081293834E1
8.051585906E1,9.286283833E1,9.081229081E1
