"t (s)","Tilt up/down (deg)","Tilt left/right (deg)"
2.960399689E1,7.432412531E1,-2.423159975E0
2.960399689E1,7.432412531E1,-2.423159975E0
2.960399689E1,7.432412531E1,-2.423159975E0
3.033983114E1,7.435101282E1,-4.057476447E0
3.084016707E1,7.436095317E1,-4.061504248E0
3.184084006E1,7.434664749E1,-4.023071448E0
3.234118098E1,7.435072694E1,-4.005490621E0
3.284151996E1,7.435442810E1,-4.028263675E0
3.334244204E1,7.435687526E1,-4.039049204E0
3.384277276E1,7.436364089E1,-4.015902387E0
3.434310693E1,7.435077520E1,-4.017899288E0
3.484344705E1,7.435639500E1,-4.001952382E0
3.534378329E1,7.433938445E1,-4.023964504E0
3.584411844E1,7.434463012E1,-3.996178344E0
3.634445055E1,7.434303777E1,-4.007762228E0
3.684479054E1,7.435497745E1,-4.062287879E0
3.734512469E1,7.435048803E1,-4.023006589E0
3.784545793E1,7.434719768E1,-4.042741471E0
3.834580335E1,7.433293979E1,-3.995714888E0
3.884612823E1,7.433915259E1,-4.025649489E0
3.934647073E1,7.434159513E1,-3.993820111E0
3.984680585E1,7.433236327E1,-4.025104396E0
3.984680585E1,7.433236327E1,-4.025104396E0
3.984680585E1,7.433236327E1,-4.025104396E0
4.106237102E1,7.446400859E1,-3.707747055E0
4.156270729E1,7.442053487E1,-3.639334403E0
4.206304359E1,7.440514300E1,-3.580492058E0
4.256337852E1,7.441448661E1,-3.588996265E0
4.306371929E1,7.442092462E1,-3.615225407E0
4.356405019E1,7.442066949E1,-3.594406280E0
4.406480804E1,7.440371507E1,-3.542017248E0
4.456513594E1,7.440290923E1,-3.556409593E0
4.506547024E1,7.441541820E1,-3.586960958E0
4.556581558E1,7.439433036E1,-3.537084489E0
4.606614164E1,7.440960009E1,-3.580231322E0
4.656647671E1,7.440588689E1,-3.535734329E0
4.706681647E1,7.440086326E1,-3.562147971E0
4.756715591E1,7.439907844E1,-3.532865800E0
4.806748677E1,7.441000996E1,-3.559518271E0
4.856782055E1,7.439311990E1,-3.565658611E0
4.906816198E1,7.440069411E1,-3.526215834E0
4.956848999E1,7.439913575E1,-3.547739921E0
5.006883029E1,7.439624964E1,-3.544506416E0
5.056916812E1,7.440038214E1,-3.528097610E0
5.106937671E1,7.439530539E1,-3.496438022E0
5.156971247E1,7.439673139E1,-3.510723145E0
5.207004824E1,7.439592306E1,-3.496817805E0
5.257038331E1,7.438442566E1,-3.540660093E0
5.307071904E1,7.440227358E1,-3.575722167E0
5.357105547E1,7.439400083E1,-3.507630905E0
5.357105547E1,7.439400083E1,-3.507630905E0
5.357105547E1,7.439400083E1,-3.507630905E0
5.456835193E1,7.418659109E1,-2.097305611E0
5.556902780E1,7.416765125E1,-2.165670649E0
5.606936393E1,7.418912723E1,-2.129330329E0
5.656969473E1,7.418134860E1,-2.141753400E0
5.707003077E1,7.417929814E1,-2.146961538E0
5.757093788E1,7.417270314E1,-2.152046109E0
5.807127048E1,7.418526080E1,-2.115723269E0
5.857161578E1,7.418109306E1,-2.130479800E0
5.907194312E1,7.416708536E1,-2.151117287E0
5.957228202E1,7.416129965E1,-2.103891958E0
6.007261963E1,7.416325627E1,-2.132838506E0
6.057295877E1,7.415671876E1,-2.192486401E0
6.107329140E1,7.415291410E1,-2.131330196E0
6.157362523E1,7.415318538E1,-2.089541617E0
6.207395763E1,7.417380364E1,-2.202891587E0
6.257430037E1,7.414770941E1,-2.225735544E0
6.307462707E1,7.416986344E1,-2.224477511E0
6.357496374E1,7.415322204E1,-2.254691722E0
6.407531404E1,7.415875526E1,-2.265317757E0
6.457552068E1,7.416380002E1,-2.213922975E0
6.507585958E1,7.416010807E1,-2.237474736E0
6.557619001E1,7.415915985E1,-2.235226847E0
6.607652791E1,7.415976597E1,-2.195206724E0
6.657686652E1,7.415343544E1,-2.203564181E0
6.707719635E1,7.415678384E1,-2.253809670E0
6.707719635E1,7.415678384E1,-2.253809670E0
6.707719635E1,7.415678384E1,-2.253809670E0
6.850735993E1,7.417722001E1,-2.712905693E0
6.900769128E1,7.417007081E1,-2.685628348E0
6.950802614E1,7.417824650E1,-2.764388433E0
7.000838369E1,7.418334119E1,-2.753958454E0
7.050869746E1,7.418056982E1,-2.785637366E0
7.100967341E1,7.419453356E1,-2.792677053E0
7.151000271E1,7.418591788E1,-2.791447913E0
7.201034201E1,7.417744727E1,-2.840140802E0
7.251068008E1,7.417904891E1,-2.808147498E0
7.301101587E1,7.416547989E1,-2.826087991E0
7.351135070E1,7.418847190E1,-2.820023879E0
7.401168490E1,7.417803894E1,-2.786417523E0
7.451201830E1,7.418236935E1,-2.818362885E0
7.501235914E1,7.417867877E1,-2.842812889E0
7.551269878E1,7.417900104E1,-2.839727919E0
7.601303281E1,7.417984527E1,-2.821107073E0
7.651335894E1,7.417099815E1,-2.822325327E0
7.701370265E1,7.418042877E1,-2.831887451E0
7.751403568E1,7.417475279E1,-2.871532695E0
7.801417783E1,7.417057566E1,-2.881234923E0
7.851451766E1,7.415753292E1,-2.892191648E0
7.901484720E1,7.414128507E1,-2.940490651E0
7.951518306E1,7.418546169E1,-2.879772696E0
8.001552323E1,7.417638186E1,-2.866149037E0
8.051585906E1,7.417095863E1,-2.862838340E0
